From,To
1428455_at,col14a1
1438748_at,2700078E11Rik
1426206_at,Robo4
1452048_at,mRpL12
1420683_at,BNIPL
1419743_s_at,carm1
1419814_s_at,S100A1
1418526_at,SFRS13A
1418526_at,LOC632268
1418526_at,Gm5446
1449584_at,Dgkg
1421536_at,GABRQ
1419561_at,CCL3
1448280_at,Syp
1455829_at,USP14
1423657_at,Cdipt
1417281_a_at,Mmp23
1432466_a_at,APOE
1435176_a_at,ID2
1416295_a_at,Gm614
1416295_a_at,il2rg
1419724_at,EDAR
1424948_x_at,H2-K1
1424948_x_at,LOC100044874
1433958_at,CNTROB
1422249_s_at,Zfa
1424951_at,baiap2l1
1452311_at,DMGDH
1449971_a_at,Cd209f
1460703_at,ASCC1
1417436_at,LARGE
1438808_at,Trp53
1426813_at,LTV1
1449963_at,Krtap9-3
1424748_at,galnt11
1420781_at,Etos1
1449098_a_at,poli
1422340_a_at,Actg2
1422153_a_at,Asb11
1448245_at,LOC676179
1448245_at,Gm13374
1448245_at,rpsA
1448245_at,Gm6339
1448245_at,Gm7549
1448245_at,LOC100045834
1448245_at,Gm9323
1448245_at,Gm7516
1448245_at,Gm12595
1448245_at,Gm9083
1448245_at,LOC226574
1448245_at,Gm12113
1448245_at,LOC636901
1448245_at,Gm5498
1448245_at,Gm9819
1448245_at,Gm13208
1448245_at,LOC677099
1448245_at,LOC100045332
1421199_at,Dlg2
1417105_at,TRAPPC2L
1419979_s_at,creb3
1449580_s_at,H2-DMb1
1417296_at,LOC100047421
1417296_at,Gm1862
1417296_at,ATF1
1424812_at,BC017158
1416525_at,SPOP
1437661_at,AU021092
1430643_at,msh3
1419440_at,TRIM54
1415791_at,RNF34
1416008_at,Satb1
1419471_a_at,nudC
1419471_a_at,Nudc-ps1
1420217_x_at,nr5a1
1426410_at,PDK3
1434432_at,RFFL
1452150_at,AU040320
1419308_at,Invs
1437523_s_at,sgcg
1423054_at,wdr1
1451679_at,2900062L11Rik
1451679_at,6530401D17Rik
1417777_at,PTGR1
1421982_a_at,UNC50
1426880_at,Etl4
1420797_at,OTOG
1456697_x_at,Dmtf1
1450953_at,CIAO1
1416600_a_at,RCAN1
1436682_at,LOC100048142
1436682_at,Gm3787
1436682_at,Gm9844
1436682_at,TMSB10
1436682_at,Gm8034
1455348_x_at,Gm5561
1455348_x_at,Gm13841
1455348_x_at,Gm12704
1455348_x_at,Gm8210
1455348_x_at,Gm8580
1455348_x_at,Gm5218
1455348_x_at,Gm12447
1455348_x_at,Gm8852
1455348_x_at,LOC100044494
1455348_x_at,LOC100046734
1455348_x_at,Gm15526
1455348_x_at,Gm13141
1455348_x_at,Gm6010
1455348_x_at,Gm12508
1455348_x_at,Gm11449
1455348_x_at,Gm13545
1455348_x_at,Gm13213
1455348_x_at,Gm6344
1455348_x_at,Gm13921
1455348_x_at,Gm7934
1455348_x_at,Gm9405
1455348_x_at,Gm8860
1455348_x_at,Gm10709
1455348_x_at,Gm7252
1455348_x_at,Gm6862
1455348_x_at,Gm8548
1455348_x_at,Gm8965
1455348_x_at,rpl29
1452226_at,RCC2
1452226_at,LOC100047340
1448472_at,vars
1417942_at,LYPD3
1460233_at,GUCA2B
1418995_at,NEUROD2
1416271_at,PERP
1428922_at,1200009O22Rik
1451396_at,POMT2
1416481_s_at,HIGD1A
1416053_at,LRRN1
1418687_at,ARC
1451984_at,HNRNPUL1
1421319_at,Ptgfrn
1434199_at,TMEM151B
1449710_s_at,Atp5a1
1421772_a_at,Cox7a2l
1421772_a_at,Gm6969
1437782_at,CNTNAP2
1431335_a_at,Wfdc1
1460370_at,top1mt
1424358_at,Ube2e2
1447986_at,D17892
1452061_s_at,STRBP
1426835_at,METAP1
1421104_at,Gbp8
1421104_at,Gbp10
1421104_at,EG634650
1418356_at,Mpst
1420485_at,NOL7
1455644_at,VPS53
1433924_at,Apeg3
1433924_at,PEG3
1450597_at,Olfr870
1433594_at,COMMD2
1450917_at,myom2
1426439_at,DDX3Y
1424814_a_at,BCL2L14
1419466_at,NKD2
1425864_a_at,SORCS1
1416895_at,EFNA1
1417717_a_at,tyr
1419833_s_at,arap3
1421928_at,EPHA4
1424045_at,5730437N04Rik
1452593_a_at,TCEB1
1452593_a_at,LOC100045866
1418391_at,PHF21A
1426698_a_at,hnrnpm
1456014_s_at,fermt3
1418765_at,Timd2
1439018_at,FHDC1
1452704_at,FAM82A2
1436995_a_at,Gm7606
1436995_a_at,Gm9197
1436995_a_at,RPL26
1436995_a_at,Gm13268
1436995_a_at,Gm15772
1436995_a_at,Gm11826
1436995_a_at,Gm8253
1423855_x_at,Gm8358
1423855_x_at,Gm8371
1423855_x_at,LOC545379
1423855_x_at,Gm10294
1423855_x_at,Gm8081
1423855_x_at,LOC100041933
1423855_x_at,LOC100046300
1423855_x_at,Gm10362
1423855_x_at,RpL17
1423855_x_at,Gm3800
1423855_x_at,Gm8776
1423855_x_at,Gm10164
1423855_x_at,LOC100045527
1423855_x_at,LOC100047874
1423855_x_at,Gm10223
1423855_x_at,Gm7299
1423855_x_at,LOC100048228
1450921_at,APTX
1450921_at,LOC100047052
1419518_at,Tuba8
1417889_at,APOBEC2
1417889_at,LOC100044755
1416376_at,TMEM97
1416376_at,Gm5809
1449959_x_at,Lce1h
1421819_a_at,Gm5789
1421819_a_at,LOC100047898
1421819_a_at,Gm9531
1421819_a_at,set
1421819_a_at,Gm7085
1421819_a_at,LOC100048536
1421819_a_at,Gm6847
1421819_a_at,Gm5708
1421819_a_at,Gm6579
1421819_a_at,BC085271
1421819_a_at,Gm7239
1451540_at,MPI
1422922_at,Recql4
1416536_at,Mum1
1434332_at,Gm8261
1434332_at,ZZZ3
1421482_at,BSND
1420589_at,LOC100047776
1420589_at,HAS3
1420756_at,fut7
1418208_at,PAX8
1417359_at,MFAP2
1417870_x_at,CTSZ
1424524_at,DRAM1
1449969_at,Tmod4
1417659_at,VPS29
1421689_at,Krtap8-2
1445689_at,RBMS1
1421645_at,9930013L23Rik
1451431_a_at,DBNDD2
1454161_s_at,0610007P14Rik
1437165_a_at,Pcolce
1418071_s_at,CDYL
1418071_s_at,Gm7584
1435394_s_at,RHOC
1422710_a_at,CACNA1H
1424622_at,hsf1
1416677_at,Apoh
1420881_at,NSD1
1421424_a_at,ANPEP
1424533_a_at,Ccdc137
1426129_at,Brms1
1452008_at,Ttc39b
1433798_a_at,E330034G19Rik
1428128_at,ENSMUSG00000074747
1419188_s_at,ENSMUSG00000066202
1419188_s_at,Gm2091
1419188_s_at,Ccl27a
1419188_s_at,Gm2506
1419188_s_at,Gm13306
1438980_x_at,PM20D1
1449731_s_at,NFKBIA
1427147_at,F730047E07Rik
1448370_at,ULK1
1422641_at,DOK5
1418928_a_at,Fam119a
1434180_at,Fermt2
1451058_at,Mcts2
1422142_at,NPHS1
1448812_at,hpcal1
1417698_at,GTF2F1
1455628_at,Epb4.1l4b
1417630_at,mknk1
1460258_at,LECT1
1425127_at,Hsd3b2
1418964_at,PIGM
1426852_x_at,NOV
1449135_at,SOX18
1448957_at,Rbpj
1424674_at,SLC39A6
1418448_at,Rras
1435174_at,LOC100045795
1435174_at,RSBN1
1435174_at,LOC100048820
1450825_at,acer1
1421534_at,LOC14210
1416222_at,nsdhl
1451942_x_at,Klra20
1416747_at,mfsd5
1429708_at,NDUFA11
1425245_a_at,Rgs11
1425245_a_at,LOC100048881
1419402_at,MNS1
1417146_at,mri1
1422159_at,PPEF2
1453733_a_at,Gm7664
1453733_a_at,Gm7037
1453733_a_at,Gm6478
1453733_a_at,Gm7629
1453733_a_at,4933434E20Rik
1428609_at,Gm6242
1428609_at,LOC100048581
1428609_at,MYL12B
1428609_at,Gm2805
1427727_x_at,Psg19
1418686_at,Oas1c
1426629_at,DHX8
1449455_at,HCK
1449540_at,Rhox9
1419536_a_at,relA
1450298_at,Tnfsf14
1418464_at,matn4
1427709_at,Grik3
1424221_at,Susd4
1448417_at,Ninj1
1454047_a_at,2410017P07Rik
1416565_at,COX6B1
1450567_a_at,COL2A1
1423781_at,LOC100047393
1423781_at,Nae1
1416604_at,cyc1
1448420_a_at,fbxl12
1451859_at,LOC100048365
1451859_at,Krtap6-1
1451859_at,1110025L11Rik
1451859_at,Gm10228
1418654_at,hao2
1428782_a_at,Uqcrc1
1429302_at,csnk2a2
1429302_at,LOC100046483
1434555_at,ANP32A
1427131_s_at,Gm15725
1427131_s_at,lrrc58
1427520_a_at,MYH1
1427520_a_at,myh2
1451371_at,MRAP
1418317_at,Lhx2
1425968_s_at,speG
1419335_at,4930441O14Rik
1425035_s_at,Dnmt3l
1425035_s_at,LOC100048887
1420694_a_at,Dach1
1426670_at,AGRN
1451892_at,KL
1425092_at,Cdh10
1423461_a_at,ubl3
1438761_a_at,Gm7278
1438761_a_at,ODC1
1438761_a_at,Gm6742
1438761_a_at,Gm15645
1438761_a_at,LOC676173
1438761_a_at,Gm9115
1438761_a_at,Gm7993
1421537_at,hoxd3
1416625_at,SERPING1
1427404_x_at,Gm5506
1427404_x_at,Gm5855
1427404_x_at,Gm4735
1427404_x_at,eno1
1427404_x_at,LOC674877
1427404_x_at,LOC100045967
1427404_x_at,LOC100044223
1421156_a_at,DSC2
1422878_at,Syt12
1434210_s_at,lrig1
1418190_at,PON1
1434038_at,DNAJC13
1422867_at,Gzmg
1460638_at,Yars
1426814_at,SEC16A
1420671_x_at,Ms4a4c
1423380_s_at,NFATC4
1424430_at,MTERFD2
1426311_s_at,Zdhhc5
1421373_at,COX4I2
1427150_at,MLL3
1448848_at,Tor1b
1450180_a_at,rarA
1450632_at,Gm12844
1450632_at,LOC631743
1450632_at,Rhoa
1425961_at,BC016548
1418447_at,golga5
1424873_at,rnf2
1437859_x_at,eif5a
1459900_at,C79468
1426540_at,ENDOD1
1438986_x_at,Gm14586
1438986_x_at,LOC633188
1438986_x_at,LOC100047615
1438986_x_at,Gm7780
1438986_x_at,Gm2614
1438986_x_at,Gm12034
1438986_x_at,rps17
1438986_x_at,Gm6402
1417295_at,LOC100044001
1417295_at,LOC100047235
1417295_at,Mta1
1425758_a_at,IMPG1
1416843_at,PDE6D
1448442_a_at,Gm13835
1448893_at,ncor2
1422962_a_at,psmb8
1452259_at,phf20
1422726_x_at,Speer4a
1422726_x_at,LOC633720
1422726_x_at,Speer4d
1422726_x_at,Gm10220
1422726_x_at,5031410I06Rik
1422726_x_at,LOC100046568
1422726_x_at,Gm7347
1422726_x_at,Gm1979
1422726_x_at,Gm7361
1422726_x_at,Gm5862
1434653_at,PTK2B
1423462_at,tab2
1448418_s_at,dcaf11
1423271_at,gjb2
1420115_at,EXOSC8
1419612_at,4632415L05Rik
1448511_at,Ptprcap
1420282_s_at,Prss29
1420282_s_at,LOC100047285
1436382_at,zbtb12
1450435_at,L1cam
1437566_at,LOC633966
1450853_at,Tle4
1450899_at,NEDD1
1431382_a_at,LOC100048376
1431382_a_at,CLIP4
1420578_at,OPTC
1436372_a_at,PDXDC1
1420405_at,Slco1a4
1450142_a_at,CARD14
1449211_at,LOC633860
1449211_at,bpnt1
1422835_at,KCND2
1422735_at,FOXQ1
1434900_at,mkl1
1420920_a_at,Gm8230
1420920_a_at,Arf1
1420920_a_at,Gm5823
1419687_at,macrod1
1424669_at,ZFYVE21
1448539_a_at,Acy3
1451164_a_at,mRpS18B
1422974_at,NT5E
1456706_at,4833441D16Rik
1438642_at,4930525F21Rik
1429497_s_at,snx6
1429497_s_at,LOC100047864
1417888_at,Gm9359
1417888_at,TRIM13
1425771_at,AKR1D1
1425281_a_at,TSC22D3
1450640_x_at,Gm2972
1450640_x_at,Atp5k
1417745_at,cpn1
1421682_a_at,Gm3448
1421682_a_at,Gm3417
1421682_a_at,TCTE3
1450235_at,FGD3
1417974_at,KPNA4
1438381_x_at,DDX47
1415961_at,ITM2C
1450906_at,plxnc1
1450906_at,LOC100044106
1421328_at,Mtap2
1420433_at,TAF7L
1449284_at,1700008P20Rik
1426373_at,ski
1424161_at,DDX27
1428988_at,Abcc3
1421950_at,PFDN2
1427841_at,Krt14
1448721_at,D1Ertd622e
1448640_at,Slc14a1
1419529_at,IL23A
1426952_at,arhgap18
1451632_a_at,LOC100048770
1451632_a_at,IGH
1451632_a_at,LOC634206
1451632_a_at,Ighv1-31
1451632_a_at,Igh-VJ558
1451632_a_at,LOC640701
1451632_a_at,LOC634338
1451632_a_at,LOC634541
1451632_a_at,Gm900
1451632_a_at,Gm5353
1451632_a_at,LOC634100
1451632_a_at,Igh-2
1426107_at,prdm9
1421589_at,Krt31
1450878_at,SRI
1422209_s_at,KRTAP9-1
1418141_at,DCX
1433954_at,4632419I22Rik
1417235_at,ehd3
1416052_at,Gm5081
1416052_at,Prps1l1
1416052_at,PRPS1
1451807_at,nr1i2
1449094_at,GJC1
1419169_at,MAPK6
1419169_at,LOC633311
1419169_at,LOC100046304
1419169_at,Gm2587
1436339_at,1810058I24Rik
1423537_at,gap43
1420766_at,socs7
1451322_at,Cmbl
1426628_at,tmem184c
1425982_a_at,LOC100044321
1425982_a_at,wrn
1422648_at,SLC7A2
1424402_at,RUFY3
1423431_a_at,mybbp1a
1422141_s_at,Gm7582
1422141_s_at,Gm7609
1422141_s_at,Gm7592
1422141_s_at,Gm2635
1422141_s_at,Csprs
1422141_s_at,LOC100041903
1422141_s_at,Gm2666
1434237_at,UPK3B
1448121_at,WBP2
1460744_at,nek9
1427420_at,Nkx6-2
1423370_a_at,CSNK1G2
1416165_at,rab31
1454036_a_at,USP15
1416807_at,RPL36A
1416807_at,LOC100048339
1416807_at,Gm10077
1416807_at,Gm8001
1416807_at,Gm6525
1416807_at,Gm10316
1416807_at,Gm8697
1416807_at,Gm2718
1416807_at,Gm11970
1416807_at,LOC675869
1416807_at,Gm9409
1416807_at,RPL36AL
1426780_at,D14Ertd436e
1460694_s_at,SVIL
1420526_at,dcbld2
1417486_at,Shd
1452060_a_at,LIMK2
1416764_at,FIS1
1452420_at,STK32B
1452420_at,Gm3080
1435729_at,ROBLD3
1448869_a_at,Gm9173
1448869_a_at,mrps16
1426290_at,dimt1
1421550_a_at,LOC100045787
1421550_a_at,TRIM34
1421550_a_at,LOC640746
1429033_at,gcc1
1416905_at,GUCA2A
1448509_at,fam107b
1424694_at,2010011I20Rik
1418899_at,UFM1
1423207_at,TMEM167
1456573_x_at,Nnt
1453468_at,4930430F08Rik
1449547_at,Dnahc12
1451066_at,LOC100044576
1451066_at,mboat7
1418418_a_at,Prl8a6
1438716_at,AI451617
1455319_x_at,Gm7246
1455319_x_at,Gm14289
1455319_x_at,rps8
1455319_x_at,Gm14438
1455319_x_at,Gm5687
1455319_x_at,Gm11353
1455319_x_at,Gm6983
1455319_x_at,Gm8643
1455319_x_at,LOC100048092
1455319_x_at,LOC626142
1455319_x_at,Gm7453
1455319_x_at,Gm14414
1455319_x_at,Gm7565
1455319_x_at,Gm14323
1455319_x_at,Gm6998
1455319_x_at,LOC100048094
1455319_x_at,Gm15501
1426201_at,LOC100046894
1426201_at,Gm1420
1417225_at,ARL6IP5
1443472_at,C77691
1419074_at,Chac2
1451815_at,B3GNT4
1460410_at,2310079F23Rik
1421644_at,Slfn3
1431428_a_at,nosip
1449245_at,grin2c
1423866_at,Serpina3k
1420540_a_at,Rit1
1428201_at,2310036O22Rik
1449388_at,thbs4
1423069_at,ADNP
1421811_at,Thbs1
1421811_at,LOC640441
1427092_at,INSL3
1455908_a_at,Scpep1
1426942_at,AIM1
1448586_at,HSPA14
1418486_at,Vnn1
1449924_at,Prg3
1425466_at,SENP2
1437188_at,GABBR1
1416181_at,MESDC2
1423571_at,S1PR1
1417658_at,LOC100046166
1417658_at,TBRG4
1419988_at,MAP3K7
1419988_at,Gm8188
1449829_at,Itgb2l
1419115_at,ALG14
1448845_at,RPP25
1418559_at,Prss39
1423468_at,STEAP3
1427790_at,Adam1a
1429005_at,MFHAS1
1423901_at,Trip12
1448429_at,gyg
1415789_a_at,Gm12663
1415789_a_at,LOC100045709
1415789_a_at,UBLCP1
1429063_s_at,KIF16B
1433658_x_at,PCBP4
1423004_at,VIPR1
1460319_at,fut8
1449038_at,HSD11B1
1460340_at,PIWIL1
1423223_a_at,Prdx6
1423223_a_at,LOC677654
1451672_at,grk6
1428140_at,oxct1
1420544_at,GCET2
1427903_at,Phpt1
1425916_at,capn8
1424259_at,LMF1
1450484_a_at,CMPK2
1416731_at,TOP2B
1422850_at,pabpn1
1456716_s_at,3110002H16Rik
1423457_at,SLC35A5
1437349_at,ckap5
1449319_at,rspo1
1424236_at,TBC1D10B
1451370_at,CCDC107
1420159_at,MYO1E
1420582_at,Cd209e
1436448_a_at,Ptgs1
1415917_at,mthfd1
1422644_at,Sh3bgr
1422644_at,LOC100045042
1448673_at,PVRL3
1449614_s_at,AI314976
1429483_at,Gm11701
1429483_at,CALCOCO2
1417503_at,RFC2
1417943_at,GNG4
1421627_at,EVX1
1425822_a_at,dtx1
1416441_at,Pgcp
1427377_x_at,Hsd3b3
1451635_at,D630002G06Rik
1460676_at,JOSD1
1460676_at,Gm10651
1457887_at,sspO
1415744_at,H2-Ke2
1438219_at,LOC100045958
1438219_at,purA
1449872_at,HSPB3
1438792_at,ERGIC1
1452598_at,Gins1
1423622_a_at,ccnl1
1425077_at,Dnajc18
1425554_a_at,CDC16
1448995_at,PF4
1449386_at,HSD17B6
1449458_at,FOXI1
1420075_at,Atp8b1
1437007_x_at,Usp39
1427998_at,lsm12
1420260_at,Phf7
1438673_at,Slc4a7
1422457_s_at,SUMO3
1425450_at,Chi3l4
1428015_at,synj2bp
1428015_at,Gm4116
1428015_at,COX16
1417709_at,cyp46a1
1420750_at,1110006O24Rik
1449555_a_at,FETUB
1423628_s_at,PCDHGB1
1416564_at,Sox7
1434435_s_at,cox17
1460298_at,4930483J18Rik
1429723_at,6330409N04Rik
1424986_s_at,FBXW7
1416542_at,Phf1
1426133_a_at,Mitd1
1454815_at,SERTAD2
1437634_at,Thoc2
1437634_at,BC005561
1418998_at,kmo
1426736_at,GSPT1
1425890_at,Ly6i
1426223_at,TTC39C
1423494_at,2310042E22Rik
1423494_at,Gm6557
1423494_at,Gm6551
1449670_x_at,LOC100044979
1449670_x_at,GPR137B
1452092_at,CHST15
1423116_at,Dom3z
1427275_at,SMC4
1427182_s_at,D18Ertd653e
1437738_at,LOC100045884
1437738_at,ATP2C1
1420728_at,Krt32
1425141_at,LACTB2
1451981_at,Gm16517
1422808_s_at,DOCK2
1420488_at,LOC100044526
1420488_at,mRpS14
1420339_at,LOC100047915
1420339_at,memo1
1421521_at,4930430A15Rik
1448055_at,Fndc7
1449492_a_at,Lect2
1426153_a_at,LOC100044500
1426153_a_at,DSG2
1452680_at,Gm5449
1452680_at,Gm5848
1452680_at,snrpd2
1452680_at,Gm10120
1418971_x_at,BCL10
1418971_x_at,Gm6141
1421312_a_at,KIFC2
1460264_at,C81600
1422094_a_at,Zfp329
1452107_s_at,NPNT
1456510_x_at,HIGD1C
1456510_x_at,Mettl7a2-Higd1c
1456510_x_at,Mettl7a2
1421717_at,Vmn1r58
1417364_at,LOC100047986
1417364_at,Gm5525
1417364_at,Gm9276
1417364_at,Gm4462
1417364_at,Gm4366
1417364_at,EEF1G
1451748_a_at,LOC671440
1451748_a_at,Gm7114
1451748_a_at,SETD3
1451748_a_at,Gm14026
1453412_a_at,sec14l1
1450530_at,B3galt1
1417108_at,KLC4
1417271_a_at,ENG
1450925_a_at,Rps27l
1428113_at,Tmtc4
1417874_at,TMEM9B
1423668_at,Zdhhc14
1421399_at,Insm1
1420639_at,JMY
1451650_at,DDO
1451726_at,MTMR6
1450609_at,Lcn8
1452442_at,USP13
1418920_at,CLDN15
1454197_a_at,CCDC86
1426172_a_at,Cd209a
1420560_at,CHRNE
1417833_at,ZC3H10
1427659_at,SMARCD1
1427501_at,4922501L14Rik
1421642_a_at,Cysltr2
1422934_x_at,Gm6696
1422934_x_at,Defa7
1422934_x_at,Defa8
1422934_x_at,Defa9
1422934_x_at,Defa10
1422934_x_at,Defa23
1422934_x_at,Defa24
1422934_x_at,Defa25
1422934_x_at,Defa13
1422934_x_at,Defa2
1422934_x_at,Defa14
1422934_x_at,Defa11
1422934_x_at,Defa12
1422934_x_at,LOC100044287
1422934_x_at,Gm15299
1422934_x_at,DEFA6
1422934_x_at,Defa15
1422934_x_at,LOC100046144
1422934_x_at,Defa17
1422934_x_at,DEFA3
1422934_x_at,Defa-rs7
1422934_x_at,DEFA1
1436121_a_at,nsmce1
1451547_at,iyd
1424437_s_at,ABCG4
1424437_s_at,LOC639986
1417102_a_at,LOC100046199
1416068_at,LOC631033
1416068_at,KARS
1448695_at,PRKCI
1418749_at,PSD3
1415672_at,GOLGA7
1415672_at,Gm6829
1417937_at,DACT1
1433511_at,gtf2a1
1433511_at,Gm5435
1450524_at,CLDN9
1423679_at,2810432L12Rik
1448067_at,AW011956
1419741_at,SUPT16H
1421382_at,PRLR
1436172_at,9530028C05
1453287_at,ANKRD33B
1451576_at,PRKDC
1420513_at,Efcab2
1451722_s_at,SMYD5
1451088_a_at,Oxa1l
1436048_at,Exoc8
1449106_at,gpX3
1428263_a_at,Tceb2
1428263_a_at,Gm8971
1428263_a_at,Gm11401
1431415_a_at,TBPL1
1460175_at,rps23
1460175_at,Gm15450
1460175_at,LOC100046668
1460175_at,Gm8624
1460175_at,Gm10054
1460175_at,LOC100048204
1460175_at,Gm9701
1460175_at,Gm8467
1460175_at,Gm5148
1449276_at,Gm9050
1449276_at,1700029P11Rik
1427601_at,gjd4
1418451_at,GNG2
1451799_at,CCDC25
1427494_at,HOXB7
1418837_at,QPRT
1452079_s_at,LOC100046841
1452079_s_at,DCUN1D1
1433429_at,PIGS
1431010_a_at,RDH12
1436269_s_at,HTRA2
1448719_at,TADA3
1448719_at,Gm9109
1418341_at,rab4a
1438459_x_at,LOC100045887
1438459_x_at,sfpq
1420743_a_at,PPP3CC
1424765_at,Eps15l1
1450562_at,Ly6f
1416617_at,acss1
1452084_at,ZCCHC17
1426798_a_at,PPP1R15B
1460312_at,LOC100044593
1460312_at,Olfr157
1448579_at,GLG1
1431921_a_at,LOC100045442
1427755_at,Mcpt-ps1
1449923_at,1700018F24Rik
1449923_at,Gm4871
1449923_at,LOC100044357
1424363_at,MYCBPAP
1427581_at,Hic2
1418726_a_at,TNNT2
1449453_at,Bst1
1449095_at,VPS54
1451800_at,GCC2
1432108_at,PCGF6
1420783_at,Trpd52l3
1424651_at,ACSF3
1415901_at,Plod3
1450645_at,MT4
1422828_at,CD3D
1419430_at,Cyp26a1
1418982_at,CEBPA
1424576_s_at,Cyp2c44
1418800_at,bhlha15
1449308_at,C6
1426524_at,Gnpda2
1449886_a_at,TIMM9
1460728_s_at,Ing4
1416051_at,C2
1435840_x_at,LOC635676
1435840_x_at,Gm8953
1435840_x_at,LOC625360
1424023_at,ctu1
1437725_x_at,TM2D2
1421436_at,Grid2
1448411_at,wfs1
1451383_a_at,CHUK
1420455_at,GCM2
1454628_at,IFFO1
1420507_a_at,SFRS12IP1
1425380_at,RASGRP4
1423949_at,Ube2z
1424124_at,Mospd2
1417491_at,CTSB
1451827_a_at,Nox4
1427267_at,TNRC18
1418870_at,4930579J09Rik
1427129_a_at,Gm6159
1427129_a_at,HNRNPR
1451882_a_at,FGF8
1460231_at,IRF5
1417449_at,ACOT8
1451826_at,CABP5
1451826_at,LOC100046558
1420553_x_at,Serpina1a
1455801_x_at,Tbcd
1424572_a_at,H2AFY
1449102_at,EBF2
1419240_at,Tex14
1426412_at,Neurod5
1426412_at,NEUROD1
1448637_at,MED25
1460707_at,Gm13422
1460707_at,ptp4a2
1426121_at,Mrgpra3
1426171_x_at,Klra7
1451512_s_at,HIBCH
1415860_at,Gm7379
1415860_at,Gm7123
1415860_at,Gm13020
1415860_at,LOC674727
1415860_at,Gm10259
1415860_at,RPL38
1415860_at,Gm4991
1415860_at,KPNA2
1415860_at,Gm5832
1415860_at,Gm8129
1415860_at,Gm9028
1415860_at,Gm10184
1451085_at,C030006K11Rik
1434854_a_at,rps10
1434854_a_at,Gm9180
1454985_at,AMBRA1
1424135_at,rspry1
1417220_at,FAH
1424037_at,ITPKA
1425033_at,SLC17A2
1450449_a_at,RILPL1
1449442_at,PEX11A
1423941_at,CAMK2G
1423941_at,LOC100045547
1423851_a_at,SHISA2
1448386_a_at,WAP
1433709_at,Cant1
1421227_at,Gzme
1439069_a_at,Pisd-ps3
1415828_a_at,serp1
1433845_x_at,DUSP9
1422961_at,NAT3
1421484_at,UGT2A2
1421484_at,UGT2A1
1454622_at,slc38a5
1434785_at,CACNG5
1427093_at,Zfp707
1448419_at,POP4
1439255_s_at,LOC100044979
1439255_s_at,GPR137B
1420512_at,DKK2
1419775_at,pawr
1416992_at,LOC100046464
1427840_at,Krt14
1435939_s_at,HEPACAM2
1429655_at,NUDCD1
1421421_at,angptl1
1450966_at,CROT
1438712_at,DENND2D
1424401_at,ALDH1L1
1424401_at,LOC100047937
1424596_s_at,LMCD1
1450330_at,il10
1417887_at,Ints5
1418201_at,Plekhg2
1426672_at,Ano10
1454747_a_at,KLHDC3
1448508_at,TRAF3IP2
1449677_s_at,tmem38b
1418022_at,naa15
1424571_at,LOC100046698
1424571_at,ddx46
1425242_at,1810006K21Rik
1419557_a_at,Tmem9
1450831_at,LOC100046032
1455271_at,Gm13889
1416979_at,POMP
1416979_at,LOC100046516
1449353_at,zmat3
1423197_a_at,LOC100044423
1418649_at,egln3
1422259_a_at,CCR5
1423378_at,ADAM23
1423378_at,LOC100046035
1419313_at,LOC100047121
1420794_at,Art2b
1448276_at,tspan4
1435767_at,SCN3B
1418449_at,LAD1
1452023_at,ASB16
1455175_at,phf13
1418876_at,foxd1
1433661_at,NLRX1
1417973_at,ITIH1
1449427_at,PRSS37
1427955_a_at,Deb1
1419614_at,Pla2g12b
1417399_at,gas6
1427799_x_at,LOC100047628
1427799_x_at,Igk-V21-1
1428697_at,Dpp8
1422216_at,Mid2
1448740_at,LOC100048611
1448740_at,Rangrf
1448740_at,Gm7791
1448740_at,Gm15711
1448740_at,Gm4535
1448740_at,Gm8572
1449420_at,pde1b
1438755_at,C80068
1424087_at,PSMG3
1424702_a_at,ATG2B
1426302_at,TMPRSS4
1456176_x_at,SLC25A39
1418137_at,MRP63
1451428_x_at,egfl7
1423829_at,FAM49B
1431505_at,Ppih
1431505_at,Gm11585
1431505_at,LOC433064
1431505_at,Gm9088
1431505_at,Gm7879
1431505_at,LOC629952
1431505_at,Gm8719
1448206_at,psmA2
1460341_at,plekhb2
1421439_at,wnt8b
1421439_at,LOC677060
1450949_at,KATNA1
1450949_at,Gm6524
1426495_at,2410042D21Rik
1452622_a_at,TRADD
1438955_x_at,PPIF
1448071_at,LMTK2
1420706_at,SRCIN1
1424014_at,2900092E17Rik
1426473_at,dnajc9
1450546_at,AMMECR1
1419597_at,LOC100045121
1419597_at,eda
1456576_x_at,CNOT2
1435946_at,sepsecs
1428572_at,LOC100045716
1424509_at,Cd177
1418820_s_at,Zcchc10
1433488_x_at,GNS
1425846_a_at,CALN1
1421471_at,Npy1r
1449699_s_at,C330027C09Rik
1448669_at,DKK3
1419627_s_at,Clec4n
1424085_at,Ndufa4
1424904_at,1300010F03Rik
1421212_at,ABCC6
1428494_a_at,polr2i
1428494_a_at,LOC100048301
1416663_at,NDUFA9
1425634_a_at,ACAP1
1451531_at,CBWD1
1428780_at,tha1
1416067_at,ifrd1
1421841_at,fgfr3
1452371_at,SFRS11
1416445_at,Fam98a
1459914_at,Mcart6
1417110_at,Man1a
1421188_at,CCR2
1460174_at,DEXI
1418134_at,SLC25A46
1451997_at,Zfp426
1460314_s_at,HIST2H3B
1460314_s_at,Hist2h2aa2
1460314_s_at,HIST1H3B
1460314_s_at,Hist2h3c1
