Symbol,Affi_ID
Fscn1,1416514_a_at
Tap2,1453913_a_at
Pnpla6,1416517_at
Pot1a,1448379_at
H1foo,1416518_at
LOC100043483 /// LOC100048508 /// LOC622534 /// Rpl36,1416519_at
Sepw1,1416521_at
Grcc10,1416522_a_at
Rnase1,1416523_at
Lgals3bp,1448380_at
Spop,1416525_at
Rab32,1416527_at
Sh3bgrl3,1416528_at
Emp1,1416529_at
LOC100045567 /// Pnp,1416530_a_at
Gsto1,1416531_at
Trrap,1416532_at
Egln2,1416533_at
Dpf2,1416534_at
LOC433780 /// LOC666215 /// Mcrs1,1416535_at
Mum1,1416536_at
Creld1,1416537_at
Siae,1460387_a_at
Hgs,1416540_at
Clpb,1416541_at
Phf1,1416542_at
Nfe2l2,1416543_at
Ezh2,1416544_at
Zdhhc7,1416545_at
Rpl6,1416546_a_at
Ndufb3,1416547_at
Slc35b4,1416550_at
Atp2a2,1416551_at
Dppa5a,1416552_at
Stra13,1416553_at
LOC100048338 /// Pdlim1,1416554_at
Ei24,1416555_at
Tspan31,1416556_at
Melk,1416558_at
1500003O22Rik,1416559_at
Gad1,1416561_at
Ctps,1416563_at
Sox7,1416564_at
Cox6b1,1416565_at
Strap,1416566_at
1419912_s_at,1419912_s_at
Atp5e,1416567_s_at
Acin1,1421197_a_at
Gfm1,1448381_at
Ehhadh,1448382_at
Traf4,1416571_at
Mmp14,1448383_at
Slc15a4,1448385_at
Cdc45l,1416575_at
Acp5,1431609_a_at
Wap,1448386_a_at
Rbx1,1448387_at
Tacstd1,1416579_a_at
Ndufa13,1430713_s_at
Stub1,1416580_a_at
1110002B05Rik,1448388_a_at
Wdr5,1416581_at
Bad,1416583_at
Dhrs3,1448390_a_at
Man2b2,1416584_at
Ruvbl1,1416585_at
Rab9,1448391_at
Zfp239,1416586_at
Xrcc1,1416587_a_at
Ptprn,1416588_at
LOC100046740 /// Sparc,1416589_at
LOC100046740,1448392_at
Cldn7,1448393_at
Rab34,1416590_a_at
Myl2,1448394_at
Glrx,1416592_at
Mrps22,1416595_at
Slc44a4,1416596_at
LOC100047318 /// Tmem131,1448396_at
Glis2,1416599_at
Rcan1,1416600_a_at
Gjb6,1448397_at
Rpl22,1448398_s_at
EG627737 /// LOC632026 /// mCG_130059 /// Rpl22,1416603_at
Cyc1,1416604_at
Nola2,1416605_at
Smarcd2,1448400_a_at
4931406C07Rik,1416607_at
Lars,1448403_at
Clcn3,1416610_a_at
Scamp2,1416611_at
Eid1,1448406_at
Clpp,1416616_s_at
Acss1,1416617_at
Ppox,1416618_at
4632428N05Rik,1416619_at
Nuf2,1430811_a_at
Llgl1,1416621_at
Wbscr16,1416622_at
Hps1,1448408_at
Lrmp,1448409_at
Thbs3,1416623_at
RP23-24J10.5 /// Uba52,1452701_x_at
Serping1,1416625_at
Pla2g1b,1416626_at
Igfbp2,1454159_a_at
Spint1,1416627_at
0610006I08Rik,1416628_at
Slc1a5,1416629_at
Id3,1416630_at
Ube4b,1448410_at
LOC630951 /// LOC677317 /// Me1,1416632_at
5730536A07Rik,1416634_at
Smpdl3a,1416635_at
LOC100047161 /// Rheb,1416636_at
Wfs1,1448411_at
Tsc22d4,1448412_a_at
Slc4a2,1416637_at
2410016O06Rik,1448413_at
Sall2,1416638_at
Slc2a5,1416639_at
Kcne1l,1416640_at
Lig1,1416641_at
Rad1,1448414_at
EG627798 /// LOC100043703 /// LOC100048430 /// LOC632454 /// Tpt1,1416642_a_at
Tpt1,1416643_at
Sema3b,1416644_a_at
Mgp,1448416_at
Afp,1416645_a_at
Ninj1,1448417_at
Bckdha,1416647_at
Dync1h1,1416648_at
Ambp,1416649_at
Wdr23,1448418_s_at
Pop4,1448419_at
Rfpl4,1416650_at
Fbxl12,1448420_a_at
Znhit2,1416651_at
Aspn,1448421_s_at
LOC100047484 /// Stxbp3a,1416653_at
C1galt1c1,1416655_at
Clic1,1416656_at
Tmed4,1448422_at
Frzb,1416658_at
Eif3s10,1448425_at
Sardh,1448426_at
Ndufa9,1416663_at
Ndufa6,1448427_at
Nbl1,1448428_at
Coq7,1416665_at
Serpine2,1416666_at
Ebp,1416667_at
Gyg,1448429_at
Ttc35,1416668_at
Naca,1448430_a_at
Setdb1,1451833_a_at
Mcoln1,1416671_a_at
Bace2,1416673_at
Ptpru,1416674_at
Asb6,1448431_at
Plcd1,1448432_at
Apoh,1416677_at
Cops3,1416678_at
Abcd3,1416679_at
Ube3a,1416681_at
Plxnb2,1416683_at
Fbl /// LOC100044829,1416684_at
Rnf103,1448434_at
Med15,1448435_at
Plod2,1416686_at
Irf1,1448436_a_at
Snap91,1416688_at
Tuft1,1416689_at
Gtpbp2,1448437_a_at
Derl2,1448438_at
Coil,1416692_at
Foxc2,1416693_at
Gk2,1416694_at
D17Wsu104e,1448440_x_at
Dpp4,1416697_at
Cks1b,1416698_a_at
1110008F13Rik,1416699_at
LOC100038973 /// LOC100047184 /// Psma3,1448442_a_at
Rnd3,1416700_at
Serpini1,1448443_at
Mapk14,1416703_at
Rpe,1416705_at
Acp6,1448445_at
Deaf1,1448446_at
Gramd1a,1416708_a_at
Vps28,1448447_at
Erbb2ip,1428011_a_at
Chkb,1448448_a_at
Ngrn,1416709_a_at
Tmem35,1416710_at
Ripk3,1448449_at
Tbr1,1416711_at
Pepd,1416712_at
Ap1m2,1460190_at
Ak2 /// LOC100047005,1448450_at
Tppp3,1416713_at
Irf8,1448452_at
Gjb3,1416715_at
Ankra2,1430668_a_at
Crisp2,1416717_at
Hsd3b1,1448453_at
Bcan,1416718_at
EG666274 /// Rps10,1438723_a_at
Sfrs6,1448454_at
Hmg20a,1416722_at
Tcf4,1416724_x_at
LOC100039535 /// LOC100048381 /// Ube2s,1416726_s_at
Cyb5,1416727_a_at
Csnk2b,1416728_at
Plg,1416729_at
Rcl1,1416730_at
Krt71,1448457_at
Top2b,1416731_at
Mkln1,1416733_at
Asah1,1416735_at
Casc3,1416736_at
Gys1,1416737_at
Brap,1416738_at
Col5a1,1416740_at
Cfdp1,1416742_at
Uap1,1416744_at
H2afx,1416746_at
D15Mgi27,1416747_at
Mre11a,1416748_a_at
Htra1,1416749_at
Ddx20,1416751_a_at
Ldb3,1416752_at
Dnajb1,1416756_at
Zwilch,1416757_at
Arhgap27,1416758_at
Galntl1,1416760_at
Hsd11b2,1416761_at
Cdc123,1416763_at
Fis1,1416764_at
Cst3,1426195_a_at
LOC100042179 /// LOC100047446 /// Magmas,1416765_s_at
Mosc2,1416766_at
1110003E01Rik,1416768_at
Stk25,1416770_at
Trappc3,1416771_at
Cpt2,1416772_at
Wee1,1416773_at
Atp5sl,1416775_at
Crym,1416776_at
Ceacam12,1416777_at
Sdpr,1416778_at
Pfkm,1416780_at
Praf2,1416781_at
Tac1,1416783_at
Pgk2,1416784_at
Kcnip1,1448459_at
Acvr1,1416787_at
Idh3g,1416788_a_at
LOC100044980 /// Thoc7,1448461_a_at
EG545124 /// LOC434200 /// LOC624784 /// Tdg,1416790_a_at
Nxf1,1416791_a_at
Ppm1g,1416792_at
Arl6ip2,1416794_at
Ykt6,1460191_at
Cryl1,1416795_at
LOC100044475 /// Nck2,1416796_at
Nipsnap1,1448465_at
Nme4,1416798_a_at
Trpm7,1416800_at
Jmjd6,1454109_a_at
Cdca5,1416802_a_at
Fkbp7,1416803_at
Ehbp1l1,1448467_a_at
1110032E23Rik,1416805_at
Kcnab1,1448468_a_at
Fdxr,1416806_at
LOC100043787 /// LOC100044425 /// LOC665197 /// LOC665277 /// LOC666243 /// LOC667549 /// Rpl36a,1416807_at
Nid1,1416808_at
LOC630776 /// Nid1,1448469_at
Fbp1,1448470_at
Cyp3a11,1416809_at
Ctla2a,1448471_a_at
Ctla2a /// Ctla2b,1416811_s_at
Vars,1448472_at
Tia1,1416812_at
Bub3,1416815_s_at
Peci,1431012_a_at
Nek7,1416816_at
Parva,1431375_s_at
Olfml3,1448475_at
Cdc37,1416819_at
Es2el,1416822_at
Osbpl1a,1460192_at
Nap1l4,1448476_at
Tbpl1,1431415_a_at
B230118H07Rik,1416824_at
Snta1,1416825_at
Chst12,1448477_at
As3mt,1431980_a_at
Med20,1416826_a_at
Tbxas1,1416827_at
Snap25,1416828_at
Atp5b,1416829_at
0610031J06Rik,1416830_at
Psmd3,1448479_at
Nip7,1448480_at
Slc39a8,1416832_at
Keg1,1416833_at
Ndufb2,1448483_a_at
Amd1,1448484_at
Amd1 /// Amd2 /// LOC100040814 /// LOC100043304 /// mCG_1411,1416835_s_at
Lrp10,1416836_at
Ggt1,1448485_at
Bax,1416837_at
Mut,1448486_at
Mid1ip1,1416840_at
Lrrfip1,1448487_at
1110059E24Rik,1416841_at
Gstm5,1416842_at
Mrps5,1448488_at
Pde6d,1416843_at
Prmt2,1416844_at
Tmem132a,1416845_at
Pafah2,1448489_at
Adck4,1448490_at
Pdzrn3,1416846_a_at
Oas1d /// Oas1e,1416847_s_at
Ubl5,1416848_at
Cisd1,1416849_at
Ech1,1448491_at
St13,1460193_at
Ncdn,1416852_a_at
Psmd12,1448492_a_at
Slc34a2,1416854_at
Paip2,1448493_at
Gas1,1416855_at
3230401D17Rik,1416856_at
Sdf2,1416857_at
Tsta3,1448495_at
Fkbp3,1416859_at
Ing1 /// LOC100045040,1416860_s_at
Stam,1416861_at
Abhd8,1416863_at
Surf6,1416864_at
Fgd1,1416865_at
Ercc3,1448497_at
Bet1,1416866_at
Ephx2,1448499_a_at
Mterfd1,1454116_a_at
Cdkn2c,1416868_at
Lime1 /// Zgpat,1448500_a_at
Dnalc4,1416870_at
Adam8,1416871_at
Rabep2,1425602_a_at
Tspan6,1416872_at
Cdk2,1416873_a_at
Paf1,1416874_a_at
Parvg,1416876_at
Slc16a7,1448502_at
Mrpl51,1416877_a_at
LOC632101 /// Mcl1,1448503_at
Mcl1,1416880_at
Phyh,1460194_at
Rgs10,1416882_at
Clptm1,1416883_at
Cbx3 /// LOC633016 /// LOC665057,1448504_a_at
Cbx3,1416884_at
1110038F14Rik,1416885_at
C1d,1416886_at
Serpina6,1448506_at
Fadd,1416888_at
Efhd1,1448507_at
Traf3ip2,1448508_at
Wdr74,1416890_at
Numb,1416891_at
3110001A13Rik,1448509_at
1500019G21Rik,1416894_at
Efna1,1416895_at
Rps6ka1,1416896_at
Parp9,1416897_at
Ptprcap,1448511_at
Hils1,1448512_at
Utf1,1416899_at
Gdf1 /// Lass1,1416900_s_at
Npc2,1416901_at
Cox5b,1448514_at
Nucb1,1416903_at
Mbnl1,1416904_at
Guca2a,1416905_at
Anapc5,1456695_x_at
Tsn,1416907_at
Pigyl,1416909_at
Dnajc15,1416910_at
Rtkn,1425601_a_at
LOC100047647 /// Nudt3,1451575_a_at
6330407G11Rik,1416911_a_at
Es1,1416913_at
Mrps11,1460195_at
Timm22,1448517_at
Mtvr2,1416914_s_at
Tead2,1448519_at
Msh6,1416915_at
Dclre1b,1448520_at
Brd7 /// LOC634327,1448521_at
Elf3,1416916_at
1700123O20Rik,1416917_at
Sars2,1448522_at
Dlg3,1416918_at
Rbm4,1416920_at
Aldoa,1416921_x_at
Bnip3l,1448525_a_at
Bri3,1416924_at
Trp53inp1,1416926_at
Pdcd10,1448527_at
Rbm12,1416928_at
Thbd,1448529_at
Ly6d,1416930_at
Gmpr /// LOC100045393,1448530_at
Nif3l1,1416931_at
Cog2,1416932_at
Prl,1429287_a_at
Por,1416933_at
Lmnb2,1448531_at
Mtm1,1416934_at
Trpv2,1416935_at
Aatk,1416936_at
Prl8a9,1448532_at
Gabarap,1416937_at
Tbcb,1448533_at
Chchd1,1416938_at
Ppa1,1416939_at
Cbr1,1460196_at
Erap1,1416942_at
Ube2e1,1416943_at
Tlk2,1416944_a_at
Ptov1,1416945_at
Acaa1a /// Acaa1b,1416946_a_at
LOC100040519 /// LOC100046620 /// Mrpl23,1416948_at
Slc39a7,1416949_s_at
Tnfaip8,1416950_at
Ctgf,1416953_at
Slc25a10,1416954_at
Kcnab2,1416956_at
Pou2af1,1416957_at
Nr1d2,1416958_at
Bub1b,1416961_at
Rcc1,1416962_at
Ubac1,1416963_at
Eefsec,1416964_at
Pcsk1n,1416965_at
Slc22a8,1416966_at
Sox2,1416967_at
Hsd3b7,1416968_a_at
Gtse1,1416969_at
Cox7a2,1416971_at
Dynlt1 /// LOC100040531 /// LOC100040563 /// LOC100040603 /// LOC100040631 /// LOC100043890,1453473_a_at
EG434401 /// LOC637555 /// Nhp2l1,1416972_at
Nhp2l1,1416973_at
Fcgrt,1416978_at
Pomp,1416979_at
Mettl7b,1416980_at
Foxo1,1416983_s_at
Mrps18a,1416984_at
Sirpa,1416985_at
Elp4,1448535_at
Msh2,1416988_at
Lsm3,1448536_at
Rxrb,1416990_at
Mto1,1416991_at
LOC100046464 /// Mfng,1416992_at
Cog4,1419808_at
Ttc1,1416994_at
Pacsin3,1416995_at
Tbc1d8,1416996_at
Hap1,1416997_a_at
Rrs1,1416998_at
Smpd2,1416999_at
Abtb1,1417000_at
Acy3,1448539_a_at
0610012G03Rik /// LOC638521,1448540_a_at
0610012G03Rik,1417002_at
Tsg101,1417004_at
Klc1,1417005_at
Bccip,1448542_at
Commd4,1417006_at
Slmo2,1448543_at
Vps4b,1417007_a_at
Crat,1417008_at
C1r,1417009_at
Mnat1,1432177_a_at
Zfp238,1417010_at
Sdc2,1417011_at
Hspb8,1417013_at
Rassf3,1448547_at
Tulp4,1448548_at
LOC100047833 /// Mapkapk5,1417016_at
Trappc2,1432158_a_at
Cyp17a1,1417017_at
Efemp2,1417018_at
Cdc6,1417019_a_at
Spata4,1417020_at
Steap4,1460197_a_at
Dpagt1,1448549_a_at
Spo11,1417021_a_at
Slc7a3,1417022_at
0610038D11Rik,1460375_at
0610038D11Rik /// EG665860 /// LOC623390 /// LOC627985,1425299_s_at
H2-Eb1,1417025_at
Pfdn1,1417026_at
Lbp,1448550_at
Trim2,1417028_a_at
Ube2g2,1417032_at
Trappc6a,1417034_at
LOC674761 /// Myh7,1448553_at
LOC674761 /// Myh6 /// Myh7,1448554_s_at
Sac3d1,1417035_at
Rpap3,1448555_at
Orc6l,1417037_at
8-Sep,1417038_at
Cul7,1417039_a_at
Bok,1417040_a_at
Rpo1-1,1417041_at
1200015N20Rik,1448557_at
Slc37a4,1417042_at
Pla2g4a,1448558_a_at
Lcat,1417043_at
Flot1,1448559_at
Lcmt1,1417044_at
Usp21,1454034_a_at
Bid,1417045_at
Tusc4,1417046_at
Prom2,1417048_at
Rhd,1417049_at
Ncf2,1448561_at
C1qtnf4,1417050_at
Wif1,1425425_a_at
Pcdh8,1417051_at
Upp1,1448562_at
Psmb3,1417052_at
Phb,1448563_at
0610009D07Rik,1417055_at
Psme1,1417056_at
Pdzk1,1431701_a_at
Lamp3 /// LOC100043444 /// LOC100044418 /// LOC100045251 /// LOC100046743 /// Ppid,1417057_a_at
Cib1,1448564_at
Krtcap2,1417058_a_at
Ppp1r11,1448565_at
Slc40a1,1448566_at
Armc10,1417062_at
Tmem115,1448567_at
Jagn1,1417064_at
Slc20a1,1448568_a_at
Egr1,1417065_at
Cabc1,1417066_at
Ptpn1,1417068_a_at
Cd8b1,1426170_a_at
2410014A08Rik,1448569_at
Gmfb,1448571_a_at
Cyp4v3,1417071_s_at
Prl4a1,1448572_at
Slc22a6,1417072_at
Qk,1417073_a_at
Ceacam10,1448573_a_at
2010309E21Rik,1417075_at
Nme6,1448574_at
Bcap29,1417077_at
Lgals2,1417079_s_at
Il7r,1448575_at
Ecsit,1417080_a_at
Prnd,1425681_a_at
Syngr2,1417081_a_at
Anp32b,1417082_at
Sec61b,1417083_at
Akr1c6,1417085_at
LOC100046589 /// Pafah1b1,1460199_a_at
Glg1,1448579_at
Zfp346,1417088_at
Ckmt1,1417089_a_at
Fgfrl1 /// LOC100046239,1451912_a_at
Ctnnbl1,1448582_at
Rcn1,1417090_at
AA960436,1448583_at
Rsrc1,1448584_at
Pthr1,1417092_at
Acot7,1417094_at
Hspa14,1448586_at
Rrp15,1417096_at
Tbc1d10a,1448587_at
Mecr,1417098_s_at
Ftsj1 /// LOC100044636,1417099_at
Cd320,1417100_at
Hspa2,1417101_at
LOC100046199 /// Ndufb5,1417102_a_at
Ndufb5,1448589_at
Ddt,1417103_at
Emp3,1417104_at
Col6a1,1448590_at
Olfm1,1425784_a_at
Trappc2l,1417105_at
Ctss,1448591_at
Tpd52l2,1417106_at
Klc4,1417108_at
Tinagl,1417109_at
Crtap,1448592_at
Man1a,1417110_at
Gmcl1,1417114_at
Wisp1,1448593_at
Map3k12,1417115_at
Bex1,1448595_a_at
Slc6a8,1417116_at
Cstf1,1417117_at
Ard1,1417118_a_at
Mmp17,1448598_at
Zfpl1,1417119_at
D4Wsu114e,1417120_at
Gabra6,1417121_at
Vav3,1448600_s_at
Dstn,1417124_at
Ahcy,1417125_at
Rpl22l1,1417126_a_at
Sgsm3,1432091_a_at
Msx1,1417127_at
Plekho1,1417128_at
Meis2,1417129_a_at
Angptl4,1417130_s_at
Cdc25a,1417131_at
Pygm,1448602_at
Pmp22,1417133_at
Srpk2,1417134_at
Polr2e,1417138_s_at
Dsn1,1417139_at
Igtp,1417141_at
4932442K08Rik,1417142_at
2700078K21Rik,1432419_a_at
Edg2,1417143_at
Tubg1,1417144_at
Nfxl1,1417145_at
2410018C20Rik,1417146_at
B230317C12Rik,1417147_at
Pdgfrb,1436970_a_at
P4ha2,1417149_at
Slc6a4,1417150_at
Ntsr2,1417151_a_at
Slc25a14,1417154_at
Mycn,1417155_at
Krt19,1417156_at
Actr10,1417157_at
Zxdc,1417158_at
Expi,1417160_s_at
Cdk2ap2,1417161_at
Tmbim1,1417162_at
Dusp10,1417164_at
Mbd2,1417165_at
Psip1,1417166_at
Exosc5,1417167_at
Usp2,1417168_a_at
Lztfl1,1417170_at
P2rx4,1425525_a_at
Ube2l6,1417172_at
Crebl1,1417173_at
1810021J13Rik,1417174_at
Csnk1e,1417176_at
Galk1,1417177_at
Mxra8,1452330_a_at
Gipc2,1417178_at
Tspan5,1417179_at
Pcsk7,1417180_at
Cdc7,1426002_a_at
Kifap3,1451783_a_at
Dnaja2,1417182_at
1200004M23Rik,1432848_a_at
Hbb-b1 /// Hbb-b2,1417184_s_at
Ly6a,1417185_at
Ube2k,1417188_s_at
Psme2,1417189_at
Pbef1,1417190_at
Prl8a2,1448608_at
Dnajb9,1417191_at
Tst,1448609_at
Tomm70a,1417192_at
Sod2,1448610_a_at
Wwc2,1417196_s_at
LOC665928 /// LOC675255 /// Sfn,1448612_at
Ecm1,1448613_at
Tmem183a,1417199_at
Nt5c2,1425933_a_at
Ube1c,1417202_s_at
Ethe1,1417203_at
Kdelr2,1417204_at
Ccs,1448615_at
Urod,1417206_at
Dvl2,1417207_at
Amacr,1417208_at
Cd53,1448617_at
Eif2s3y,1417210_at
1110032A03Rik /// LOC100048251,1417211_a_at
Mvp,1448618_at
9530058B02Rik,1417212_at
Rbm6,1452466_a_at
Rab27b,1417214_at
Ktn1,1455434_a_at
Pim2,1417216_at
Dhcr7,1448619_at
Fcgr3,1448620_at
Magel2,1417217_at
2810048G17Rik,1417218_at
LOC100042319 /// LOC100045828 /// Tmsb10,1417219_s_at
Fah,1417220_at
Smpd1,1448621_a_at
EG668829 /// Rpl24,1460201_a_at
Lsm4,1448622_at
Tmem123,1417222_a_at
Cd2bp2,1417224_a_at
Arl6ip5,1417225_at
Fbxw4,1417226_at
LOC100046854 /// Mccc1,1417227_at
Capn1,1417228_at
Golga2,1448625_at
Cdk5rap1,1448626_at
Cldn2,1417232_at
Pbk,1448627_s_at
Chchd4,1417233_at
Mmp11,1417234_at
Ehd3,1417235_at
Pld2,1417237_at
Scg3,1448628_at
Hps4,1448629_at
Sdhc,1448630_a_at
Ewsr1,1417238_at
Cetn3,1417239_at
Zyx,1417240_at
Eif4a3,1417242_at
2310065K24Rik,1417243_at
Psmb10,1448632_at
Irf7,1417244_a_at
Gpr180,1417245_at
Pzp,1417246_at
AI597479,1417247_at
Prpf31,1448633_at
Ralbp1,1417248_at
Polm,1417249_at
Smc2,1448635_at
Myoz1,1460202_at
Tpk1,1425388_a_at
2410017P07Rik,1454047_a_at
Med25,1448637_at
LOC100046410 /// Palmd,1417251_at
Mtbp,1448638_at
Nt5c,1417252_at
Frg1,1417253_at
Spata5,1448639_a_at
Ift140,1417255_at
Slc14a1,1448640_at
Mmp13,1417256_at
Cel,1417257_at
Cct5,1417258_at
Capzb,1417259_a_at
U2af2,1417260_at
Mbtd1,1448641_at
Pcbp1,1448642_at
Ptgs2,1417262_at
Ssna1,1448643_at
Coq5,1417265_s_at
Tbc1d14,1420196_s_at
Pef1,1448644_at
Msl31,1448645_at
Cd14,1417268_at
Cdk9,1417269_at
Wdr12,1448646_at
Man2a1,1448647_at
Eng,1417271_a_at
9130005N14Rik,1417272_at
Pdk4,1417273_at
Snrpa,1417274_at
Enpep,1448649_at
Mal,1417275_at
Tulp2,1417276_at
Spr,1432372_a_at
Cyp4f16,1417277_at
Pole,1448650_a_at
LOC634379 /// Nkd1,1417278_a_at
Itpr1,1460203_at
Slc17a1,1417280_at
Mmp23,1417281_a_at
Nudt5,1448651_at
Ift88,1448652_at
Lynx1,1417283_at
Mapkap1,1417284_at
Ndufa5,1417285_a_at
LOC100046679 /// Supt4h1 /// Supt4h2,1422418_s_at
H13,1417287_at
Plekha2,1417288_at
Eed,1448653_at
Mtch2,1430474_a_at
Lrg1,1417290_at
Tnfrsf1a,1417291_at
Lrp1,1448655_at
Ifi47,1417292_at
Hs6st1 /// LOC100047260,1417293_at
Cacnb3,1448656_at
Akr7a5,1417294_at
LOC100044001 /// LOC100047235 /// Mta1,1417295_at
Dnajb10,1448657_a_at
Atf1 /// LOC100047421,1417296_at
Sart1,1448658_at
Itpr3,1417297_at
Asnsd1,1430656_a_at
Ebpl,1417298_at
Casp7,1448659_at
Arhgdig,1448660_at
Nek2,1417299_at
Plcb3,1448661_at
Smpdl3b,1417300_at
Fzd6,1417301_at
Rcor2,1417302_at
Mvd,1448663_s_at
Chrd,1417304_at
Tyk2,1417306_at
Dmd,1417307_at
Smn1,1426596_a_at
Pkm2,1417308_at
Tob2,1448666_s_at
Crip2,1417311_at
Dkk3,1448669_at
LOC100041500 /// LOC100046585 /// Lsm7,1417313_at
Cfb,1417314_at
LOC100047012 /// Ube2e3,1448670_at
LOC100047012,1448671_at
Uqcrc1,1428782_a_at
Gripap1,1417315_at
Them2,1417316_at
LOC100040169 /// LOC100042363 /// LOC100042824 /// LOC100043106 /// LOC100043341 /// LOC100043423 /// LOC100044516 /// LOC100045041 /// LOC100045334 /// LOC100045640 /// LOC100046034 /// LOC100048491 /// LOC100048620 /// Rpl35a,1417317_s_at
Zfp289,1448672_a_at
Dbc1,1417318_at
Hpgd,1419905_s_at
Pvrl3,1448673_at
Grpel1,1417320_at
Ccdc132,1432094_a_at
D4Wsu132e,1417321_at
Dohh,1417322_at
Rnf25,1448674_at
Psrc1,1417323_at
Mast2,1417324_at
Btrc,1425680_a_at
Anapc11,1417326_a_at
Cav2,1417327_at
Camk2b,1448676_at
Cox4nb,1448677_at
Ercc1,1417328_at
3110048E14Rik,1448678_at
Slc23a2,1417330_at
Hyal2,1448679_at
Arl6,1417331_a_at
Osbpl5,1425391_a_at
LOC100046946 /// Serpina1c,1448680_at
Tec,1460204_at
Rfx2,1417332_at
Rasa4,1417333_at
Stk19,1417334_at
Sult2b1,1417335_at
Sytl4,1417336_a_at
Epb4.2,1417338_at
Dynll1 /// EG627788,1417339_a_at
Dynll1,1448682_at
Cyp2d26,1448683_at
Ppp1r2,1417341_a_at
2900010M23Rik,1448685_at
Fxyd6,1417343_at
2900064A13Rik,1417345_at
Pycard,1417346_at
2310039H08Rik,1417348_at
Pldn,1417349_at
LOC100047155 /// Snrpa1,1417351_a_at
Snrpa1,1417352_s_at
Sil1,1417354_at
Emd,1417357_at
Dcakd,1460205_at
Sorbs1,1425826_a_at
Mfap2,1417359_at
Mlh1,1417360_at
Asb3,1417361_at
Rhcg,1417362_at
Zfp61,1417363_at
Eef1g /// LOC100043330 /// LOC100047986,1417364_at
Calm1,1417366_s_at
Ppp2ca,1417367_at
Ndufa2,1417368_s_at
Hsd17b4,1417369_at
Tff3,1417370_at
Peli1,1417372_a_at
Tuba4a,1417373_a_at
Cadm1,1417378_at
C1qa,1417381_at
Entpd5,1417384_at
Npepps,1417386_at
Med31,1417387_at
Bex2,1417388_at
BC003993,1438278_a_at
Gpc1,1417389_at
Xab1,1417390_at
Il16,1417391_a_at
Slc7a7,1417392_a_at
Klf4,1417394_at
Podxl,1448688_at
Slc9a1,1417397_at
Rras2,1417398_at
Gas6,1417399_at
Kcnk1,1448690_at
Rai14,1417400_at
1190017O12Rik,1417402_at
Elovl6,1417404_at
Ubqln4,1448691_at
Stard3,1417405_at
Sertad1,1417406_at
Gltpd1,1448693_at
Fbxl14,1417407_at
F3,1417408_at
Jun,1417409_at
Prkci,1448695_at
Rogdi,1451421_a_at
Nap1l5,1417411_at
F8a,1417412_at
Grasp,1460206_at
Cuzd1,1417413_at
2-Sep,1417414_at
Heph,1448696_at
Slc6a3,1417415_at
Kcna1,1417416_at
Cox6a1,1417417_a_at
Cox6a1 /// EG665806,1417418_s_at
LOC100043893 /// LOC100045128 /// Rpl36al,1448697_s_at
Ccnd1,1417420_at
S100a1,1419814_s_at
Gnmt,1417422_at
Mrpl54,1448699_at
G0s2,1448700_at
Sra1,1437423_a_at
Krit1,1448701_a_at
Ier3ip1,1417424_at
Prkrip1,1417425_at
Lsm8,1448703_at
Srgn,1417426_at
Gng3,1417428_at
Fmo1,1417429_at
Cdr2,1417430_at
Zbtb22,1448705_at
Gnb1,1417432_a_at
Lypla2,1417433_at
Gpd2,1417434_at
Ttrap,1448706_at
Large,1417435_at
Large /// LOC100039001 /// LOC100044575,1417436_at
Taf13,1448707_at
Xrcc6,1417437_at
Rdh14,1417438_at
Cd248,1417439_at
Arid1a /// LOC675933,1448709_at
Dnajc12,1417441_at
Pex3,1417442_a_at
BC026682,1417443_at
Cxcr4,1448710_at
E2f5,1417444_at
Mcm3ap,1448711_at
Ndc80,1417445_at
Chm /// LOC100046205,1448712_at
Slc12a4,1417446_at
Tcf21,1417447_at
Stat4,1448713_at
1810008A18Rik,1417448_at
Acot8,1417449_at
Rngtt,1448714_at
Tekt1,1432075_a_at
Ppia,1417451_a_at
Fau /// LOC100039316 /// LOC100048445,1417452_a_at
Ccrn4l /// Cog6 /// ENSMUSG00000073624 /// LOC100043821 /// Sgip1,1448715_x_at
Cul4b,1417453_at
Tgfb3,1417455_at
Gnpat,1417456_at
Hba-x,1448716_at
Cks2 /// LOC100039474 /// LOC100044764,1417457_at
Cks2 /// LOC100039474 /// LOC100044750 /// LOC100044764,1417458_s_at
Dcpp1,1417459_at
Gcdh,1448717_at
Ifitm2,1417460_at
Cap1,1417461_at
2400001E08Rik /// EG433216,1417463_a_at
Tnnc2,1417464_at
Fnta /// LOC100046996,1417465_at
Rgs5,1417466_at
Tada3l,1448719_at
Nit1,1417468_at
1810030N24Rik,1430292_a_at
Apobec3,1417470_at
Lrrc40,1448720_at
D1Ertd622e,1448721_at
Cyp2a4 /// Cyp2a5 /// LOC100047711,1422230_s_at
LOC634682 /// LOC667114 /// Ppcs,1417473_a_at
Ppcs,1448722_s_at
1500035H01Rik,1417474_at
Rdh7,1448723_at
Atp13a1,1417475_at
Fbxw5,1417476_at
Gtlf3b,1417477_at
Cish,1448724_at
Parg,1448725_at
Ppp2r3c,1417478_a_at
1810055E12Rik,1431337_a_at
Fbxo9,1417480_at
Ramp1,1417481_at
Tle6,1448727_at
Tex19,1417482_at
Nfkbiz,1417483_at
Ibsp,1417484_at
Ibsp /// LOC100046052,1417485_at
